CVE-ID,DESCRIPTION,SEVERITY
['CVE-2018-14436'], `imagemagick` package.   ImageMagick 7.0.8-4 has a memory leak in ReadMIFFImage in coders/miff.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-12643'], `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   ImageMagick 7.0.6-1 has a memory exhaustion vulnerability in ReadOneJNGImage in coders\png.c. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.,medium
['CVE-2017-18209']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   In the GetOpenCLCachedFilesDirectory function in magick/opencl.c in ImageMagick 7.0.7, a NULL pointer dereference vulnerability occurs because a memory allocation result is not checked, related to GetOpenCLCacheDirectory. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.",high
['CVE-2017-14173']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   In the function ReadTXTImage in coders/txt.c in ImageMagick 7.0.6-10, an integer overflow might occur for the addition operation &#34;GetQuantumRange+1&#34; when &#34;depth&#34; is large, producing a smaller value than expected. As a result, an infinite loop would occur for a crafted TXT file that claims a very large &#34;max_value&#34; value. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.",medium
['CVE-2017-15015'], `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   ImageMagick 7.0.7-0 Q16 has a NULL pointer dereference vulnerability in PDFDelegateMessage in coders/pdf.c. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.,high
['CVE-2018-11656']," `imagemagick` package.   In ImageMagick 7.0.7-20 Q16 x86_64, a memory leak vulnerability was found in the function ReadDCMImage in coders/dcm.c, which allows attackers to cause a denial of service via a crafted DCM image file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-13060']," `imagemagick` package.   In ImageMagick 7.0.6-5, a memory leak vulnerability was found in the function ReadMATImage in coders/mat.c, which allows attackers to cause a denial of service via a crafted file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-17881']," `imagemagick` package.   In ImageMagick 7.0.7-12 Q16, a memory leak vulnerability was found in the function ReadMATImage in coders/mat.c, which allows attackers to cause a denial of service via a crafted MAT image file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-11539']," `imagemagick` package.   When ImageMagick 7.0.6-1 processes a crafted file in convert, it can lead to a Memory Leak in the ReadOnePNGImage function in coders/png.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-11534']," `imagemagick` package.   When ImageMagick 7.0.6-1 processes a crafted file in convert, it can lead to a Memory Leak in the lite_font_map function in coders/wmf.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-6502'], `imagemagick` package.   An issue was discovered in ImageMagick 6.9.7. A specially crafted webp file could lead to a file-descriptor leak in libmagickcore . ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-11531']," `imagemagick` package.   When ImageMagick 7.0.6-1 processes a crafted file in convert, it can lead to a Memory Leak in the WriteHISTOGRAMImage function in coders/histogram.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-12669'], `imagemagick` package.   ImageMagick 7.0.6-2 has a memory leak vulnerability in WriteCALSImage in coders/cals.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-11644']," `imagemagick` package.   When ImageMagick 7.0.6-1 processes a crafted file in convert, it can lead to a Memory Leak in the ReadMATImage function in coders/mat.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-11754'], `imagemagick` package.   The WritePICONImage function in coders/xpm.c in ImageMagick 7.0.6-4 allows remote attackers to cause a denial of service  via a crafted file that is mishandled in an OpenPixelCache call. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-12673']," `imagemagick` package.   In ImageMagick 7.0.6-3, a memory leak vulnerability was found in the function ReadOneMNGImage in coders/png.c, which allows attackers to cause a denial of service. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-12667'], `imagemagick` package.   ImageMagick 7.0.6-1 has a memory leak vulnerability in ReadMATImage in coders\mat.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2016-8678'], `imagemagick` package.   The IsPixelMonochrome function in MagickCore/pixel-accessor.h in ImageMagick 7.0.3.0 allows remote attackers to cause a denial of service  via a crafted file.  NOTE: the vendor says &#34;This is a Q64 issue and we do not support Q64.&#34; ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-11755'], `imagemagick` package.   The WritePICONImage function in coders/xpm.c in ImageMagick 7.0.6-4 allows remote attackers to cause a denial of service  via a crafted file that is mishandled in an AcquireSemaphoreInfo call. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-12565']," `imagemagick` package.   In ImageMagick 7.0.6-2, a memory leak vulnerability was found in the function ReadOneJNGImage in coders/png.c, which allows attackers to cause a denial of service. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-12665'], `imagemagick` package.   ImageMagick 7.0.6-2 has a memory leak vulnerability in WritePICTImage in coders/pict.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-12642'], `imagemagick` package.   ImageMagick 7.0.6-1 has a memory leak vulnerability in ReadMPCImage in coders\mpc.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-12566']," `imagemagick` package.   In ImageMagick 7.0.6-2, a memory leak vulnerability was found in the function ReadMVGImage in coders/mvg.c, which allows attackers to cause a denial of service, related to the function ReadSVGImage in svg.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-11532']," `imagemagick` package.   When ImageMagick 7.0.6-1 processes a crafted file in convert, it can lead to a Memory Leak in the WriteMPCImage function in coders/mpc.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-14324']," `imagemagick` package.   In ImageMagick 7.0.7-1 Q16, a memory leak vulnerability was found in the function ReadMPCImage in coders/mpc.c, which allows attackers to cause a denial of service via a crafted file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-7275'], `imagemagick` package.   The ReadPCXImage function in coders/pcx.c in ImageMagick 7.0.4.9 allows remote attackers to cause a denial of service  via a crafted file. NOTE: this vulnerability exists because of an incomplete fix for CVE-2016-8862 and CVE-2016-8866. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-12668'], `imagemagick` package.   ImageMagick 7.0.6-2 has a memory leak vulnerability in WritePCXImage in coders/pcx.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2018-9135']," `imagemagick` package.   In ImageMagick 7.0.7-24 Q16, there is a heap-based buffer over-read in IsWEBPImageLossless in coders/webp.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-12664'], `imagemagick` package.   ImageMagick 7.0.6-2 has a memory leak vulnerability in WritePALMImage in coders/palm.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-12666'], `imagemagick` package.   ImageMagick 7.0.6-2 has a memory leak vulnerability in WriteINLINEImage in coders/inline.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-12676']," `imagemagick` package.   In ImageMagick 7.0.6-3, a memory leak vulnerability was found in the function ReadOneJNGImage in coders/png.c, which allows attackers to cause a denial of service. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2005-0406']," `imagemagick` package.   A design flaw in image processing software that modifies JPEG images might not modify the original EXIF thumbnail, which could lead to an information leak of potentially sensitive visual information that had been removed from the main JPEG image. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.- [ - [ ",low
['CVE-2017-12654'], `imagemagick` package.   The ReadPICTImage function in coders/pict.c in ImageMagick 7.0.6-3 allows attackers to cause a denial of service  via a crafted file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2018-7470'], `imagemagick` package.   An issue was discovered in ImageMagick 7.0.7-22 Q16. The IsWEBPImageLossless function in coders/webp.c allows attackers to cause a denial of service  via a crafted file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2008-3134']," `imagemagick` package.   Multiple unspecified vulnerabilities in GraphicsMagick before 1.2.4 allow remote attackers to cause a denial of service  via  unspecified vectors in the  AVI,  AVS,  DCM,  EPT,  FITS,  MTV,  PALM,  RLA, and  TGA decoder readers; and  the GetImageCharacteristics function in magick/image.c, as reachable from a crafted  PNG,  JPEG,  BMP, or  TIFF file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-17880']," `imagemagick` package.   In ImageMagick 7.0.7-16 Q16 x86_64 2017-12-21, there is a stack-based buffer over-read in WriteWEBPImage in coders/webp.c, related to a WEBP_DECODER_ABI_VERSION check. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-12641'], `imagemagick` package.   ImageMagick 7.0.6-1 has a memory leak vulnerability in ReadOneJNGImage in coders\png.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-14138']," `imagemagick` package.   ImageMagick 7.0.6-5 has a memory leak vulnerability in ReadWEBPImage in coders/webp.c because memory is not freed in certain error cases, as demonstrated by VP8 errors. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-11752'], `imagemagick` package.   The ReadMAGICKImage function in coders/magick.c in ImageMagick 7.0.6-4 allows remote attackers to cause a denial of service  via a crafted file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-14137'], `imagemagick` package.   ReadWEBPImage in coders/webp.c in ImageMagick 7.0.6-5 has an issue where memory allocation is excessive because it depends only on a length field in a header. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-13146']," `imagemagick` package.   In ImageMagick before 6.9.8-5 and 7.x before 7.0.5-6, there is a memory leak in the ReadMATImage function in coders/mat.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-12663'], `imagemagick` package.   ImageMagick 7.0.6-2 has a memory leak vulnerability in WriteMAPImage in coders/map.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-13133']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   In ImageMagick 7.0.6-8, the load_level function in coders/xcf.c lacks offset validation, which allows attackers to cause a denial of service  via a crafted file. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.",medium
['CVE-2017-17883']," `imagemagick` package.   In ImageMagick 7.0.7-12 Q16, a memory leak vulnerability was found in the function ReadPGXImage in coders/pgx.c, which allows attackers to cause a denial of service via a crafted PGX image file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-12564']," `imagemagick` package.   In ImageMagick 7.0.6-2, a memory leak vulnerability was found in the function ReadMATImage in coders/mat.c, which allows attackers to cause a denial of service. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-12662'], `imagemagick` package.   ImageMagick 7.0.6-2 has a memory leak vulnerability in WritePDFImage in coders/pdf.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-11751'], `imagemagick` package.   The WritePICONImage function in coders/xpm.c in ImageMagick 7.0.6-4 allows remote attackers to cause a denial of service  via a crafted file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
